sim_id,context_turn,total_msgs,msg_idx,msg_dist,asst_turns_dist,role,fine_role,attn_mean,attn_sum,token_count,seq_len,attn_frac,src_file
2b4996df-442,14,16,0,14,7,assistant,asst_greeting,0.010141503207200408,0.09127352886480367,9,1108,0.09127352972604069,stress_baseline_1x10_task10_1st
2b4996df-442,14,16,1,13,6,user,user_msg,0.0017350185962004617,0.08675092981002308,50,1108,0.08675093062858585,stress_baseline_1x10_task10_1st
2b4996df-442,14,16,2,12,6,assistant,asst_gen,0.0017668618953526523,0.06360702823269548,36,1108,0.06360702883287747,stress_baseline_1x10_task10_1st
2b4996df-442,14,16,3,11,5,user,user_msg,0.0005200506217707859,0.00884086057010336,17,1108,0.008840860653523783,stress_baseline_1x10_task10_1st
2b4996df-442,14,16,4,10,5,assistant,asst_gen,0.0006324014147875717,0.021501648102777438,34,1108,0.02150164830566228,stress_baseline_1x10_task10_1st
2b4996df-442,14,16,5,9,4,user,user_msg,0.00022225925306429417,0.006000999832735943,27,1108,0.006000999889360062,stress_baseline_1x10_task10_1st
2b4996df-442,14,16,6,8,4,assistant,asst_gen,0.0003572107504485852,0.021789855777363698,61,1108,0.021789855982968002,stress_baseline_1x10_task10_1st
2b4996df-442,14,16,7,7,3,user,user_msg,0.0002242305209335882,0.002242305209335882,10,1108,0.0022423052304937825,stress_baseline_1x10_task10_1st
2b4996df-442,14,16,8,6,3,assistant,asst_gen,0.0007622895213570642,0.028204712290211376,37,1108,0.028204712556344862,stress_baseline_1x10_task10_1st
2b4996df-442,14,16,9,5,2,user,user_msg,0.00030373202407320477,0.0042522483370248665,14,1108,0.0042522483771481505,stress_baseline_1x10_task10_1st
2b4996df-442,14,16,10,4,2,assistant,asst_gen,0.00025082989282177804,0.0581925351346525,232,1108,0.058192535683744516,stress_baseline_1x10_task10_1st
2b4996df-442,14,16,11,3,1,user,user_msg,0.00036368169012050765,0.015274630985061322,42,1108,0.015274631129189394,stress_baseline_1x10_task10_1st
2b4996df-442,14,16,12,2,1,assistant,asst_gen,0.0002751718301690713,0.07292053499480389,265,1108,0.07292053568286608,stress_baseline_1x10_task10_1st
2b4996df-442,14,16,13,1,0,user,user_msg,0.0008630869177201866,0.04919595431005064,57,1108,0.049195954774252884,stress_baseline_1x10_task10_1st
